9;6;14;11;13;12;13;9;10;11;6;13;8;6;17;19;6;6;12;20;0
9;6;14;11;13;12;13;9;10;11;6;13;8;6;17;17;6;6;12;1;0
9;6;14;11;13;12;13;9;10;11;6;13;8;6;17;19;6;6;12;1;0
9;6;14;11;13;12;13;9;10;11;6;13;7;6;17;19;6;6;12;1;0
9;6;14;11;13;11;13;9;10;11;6;13;8;6;17;19;6;6;13;1;0
9;6;14;11;13;10;13;9;10;11;6;13;8;6;17;20;6;6;13;1;0
9;5;14;11;13;10;13;8;10;11;6;13;8;6;17;20;6;6;13;1;0
9;5;14;12;13;10;13;9;10;11;6;13;8;6;17;20;6;6;13;1;0
9;5;14;12;13;10;13;9;10;11;6;12;8;6;17;20;6;6;13;1;0
9;5;14;11;13;11;13;9;10;11;6;12;8;6;17;20;6;6;12;1;0
9;5;14;11;13;14;14;11;10;11;6;12;8;6;17;20;6;6;12;20;0
9;5;14;11;13;14;14;12;10;11;6;12;8;6;17;20;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;12;8;6;17;20;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;12;8;6;17;1;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;12;8;6;16;5;6;6;12;20;0
9;5;14;11;13;14;13;12;10;11;6;12;7;6;17;4;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;12;7;6;17;4;6;6;12;20;0
9;5;14;11;13;14;13;12;10;11;6;13;7;6;16;5;6;6;12;20;0
9;5;14;11;13;14;13;12;11;11;6;13;7;6;17;3;6;6;12;20;0
8;5;14;11;13;14;13;12;11;11;6;13;7;6;16;5;6;6;12;20;0
9;5;14;11;13;14;13;12;10;11;6;12;7;6;16;5;6;6;12;20;0
9;5;14;11;13;14;13;12;10;11;6;12;7;6;17;5;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;7;12;7;6;17;5;6;6;12;20;0
9;5;14;12;13;14;13;12;11;11;7;13;7;6;17;4;6;6;12;20;0
9;5;14;11;13;14;13;12;11;11;6;13;7;6;17;5;6;6;12;20;0
9;5;14;11;13;14;12;12;11;11;6;13;7;6;17;5;6;6;12;20;0
9;5;14;11;13;14;12;12;11;11;7;12;7;6;17;5;6;6;12;20;0
9;5;14;12;13;14;13;12;11;11;7;13;7;6;17;5;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;7;13;7;6;17;5;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;7;12;7;6;17;3;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;7;12;7;6;17;6;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;13;7;6;17;3;6;6;12;20;0
9;6;14;12;13;14;13;12;10;11;6;13;7;6;17;5;6;6;12;20;0
9;6;14;11;13;14;13;12;10;11;6;13;7;6;17;3;6;6;12;20;0
9;6;14;12;13;14;13;12;10;11;6;13;7;6;17;3;6;6;12;20;0
9;6;14;12;13;14;13;12;10;11;6;13;7;6;17;2;6;6;12;20;0
9;5;14;12;13;14;13;12;10;11;6;13;7;6;17;2;6;6;12;20;0
9;5;14;12;13;14;14;12;10;11;6;13;7;6;17;2;6;6;12;20;0
9;5;14;12;13;14;14;11;10;11;6;13;7;6;17;2;6;6;12;20;0
9;4;14;12;13;15;14;11;10;11;6;13;7;6;17;2;6;6;12;20;0
9;4;14;12;13;15;14;11;10;11;6;12;7;6;17;2;6;6;12;20;0
9;5;14;12;13;14;14;11;10;11;6;12;7;6;17;2;6;6;12;20;0
9;5;14;12;13;12;13;10;10;11;6;12;7;6;17;2;6;6;12;20;0
9;4;14;12;13;11;12;9;10;11;6;12;8;6;17;2;6;6;13;1;0
9;5;14;12;13;11;13;9;10;11;6;12;7;6;17;2;6;6;13;1;0
9;5;14;12;13;11;13;9;10;11;6;12;7;6;17;2;6;6;12;1;0
9;4;14;12;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;1;0
9;4;14;12;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;5;14;12;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;5;14;12;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;1;0
9;5;14;12;13;12;12;9;10;11;6;12;8;6;17;4;6;6;12;20;0
9;5;14;11;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;5;14;11;13;12;13;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;4;14;11;13;12;12;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;5;14;12;13;12;13;9;10;11;6;12;8;6;17;2;6;6;12;20;0
9;5;14;12;13;12;13;9;10;11;6;12;8;6;17;2;6;6;12;1;0
8;4;14;12;13;12;12;9;10;11;6;13;8;6;17;2;6;6;12;1;0
8;5;14;12;13;13;13;10;10;11;6;12;8;6;17;2;6;6;12;20;0
8;5;14;12;12;13;13;11;10;11;6;12;8;6;17;2;6;6;12;20;0
7;5;14;12;12;14;13;12;10;11;6;12;8;6;17;2;6;6;12;20;0
7;5;14;12;13;14;13;12;10;11;6;12;8;6;17;2;6;6;12;20;0
6;5;14;12;12;14;13;12;10;11;6;12;8;6;16;4;6;6;12;20;0
6;5;14;13;12;14;13;12;10;11;6;12;8;6;16;4;6;6;12;20;0
7;5;14;13;12;14;13;12;10;11;6;12;8;6;16;6;6;6;12;20;0
6;5;14;13;12;14;13;12;10;11;6;12;8;6;16;5;6;6;12;20;0
6;5;14;13;12;14;13;12;10;11;6;12;8;6;15;5;6;6;12;20;0
6;5;14;13;12;14;13;12;10;11;6;11;8;6;15;6;6;6;12;20;0
6;5;14;12;12;14;13;12;10;11;6;11;8;6;15;6;6;6;12;20;0
7;5;14;12;12;14;13;12;10;11;7;11;8;6;15;6;6;6;12;20;0
6;5;14;12;13;14;13;12;10;11;7;11;8;6;15;6;6;6;12;20;0
6;5;14;12;12;14;13;12;10;11;7;11;8;6;15;5;6;6;12;20;0
7;5;14;13;12;14;13;12;10;11;7;11;9;6;15;5;6;6;12;20;0
6;5;14;12;13;14;13;12;10;11;7;11;8;6;15;5;6;6;12;20;0
6;6;14;12;13;14;13;12;10;11;6;11;8;6;16;4;6;6;12;20;0
6;5;14;12;12;14;13;12;10;11;6;11;8;6;16;4;6;6;12;20;0
6;5;14;12;12;14;13;12;10;11;6;12;8;6;15;5;6;6;12;20;0
5;5;14;12;12;14;13;12;10;11;6;12;8;6;15;5;6;6;12;20;0
6;5;14;13;12;15;14;12;10;11;6;12;8;6;15;6;6;6;12;20;0
5;5;14;13;12;15;15;12;10;11;6;12;7;6;15;10;6;6;12;20;0
5;5;14;14;12;15;14;12;10;11;6;11;7;6;14;10;6;6;12;20;0
4;5;15;15;12;15;15;12;10;11;6;11;7;6;13;9;6;6;12;20;0
4;5;15;15;13;16;16;13;10;11;6;11;7;6;13;9;6;6;12;20;0
4;5;16;16;14;16;16;14;10;11;6;10;7;6;12;9;6;6;12;20;0
